dbn,school_name,school_type,enrollment,survey_pp_ri,survey_pp_ct,survey_pp_se,survey_pp_es,survey_pp_sf,survey_pp_tr,qr_1_1,qr_1_2,qr_2_2,qr_3_4,qr_4_2,qr_1_4,qr_1_3,qr_3_1,qr_4_1,qr_5_1,dates_of_review,rating_ela_grade_8_pct_rs,rating_mth_grade_8_pct_rs,gender_female_pct,gender_male_pct,ell,iep,cap_sc_pct,borough,year,total_enrollment,grade_3k,grade_pk_half_day_full_day,grade_k,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,female,female_1,male,male_1,asian,asian_1,black,black_1,hispanic,hispanic_1,multi_racial,multi_racial_1,native_american,native_american_1,white,white_1,missing_race_ethnicity_data,missing_race_ethnicity_data_1,students_with_disabilities,students_with_disabilities_1,english_language_learners,english_language_learners_1,poverty,poverty_1,economic_need_index
09X568,Young Women's Leadership School of the Bronx,High School,290,0.72,0.88,0.66,0.93,0.89,0.9,Well Developed,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Well Developed,2019-03-01T00:00:00.000,3.08,3.03,1.0,0.0,0.052,0.172,0.003,Bronx,2018-19,536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,90.0,76.0,94.0,66.0,66.0,59.0,536.0,1.0,0.0,0.0,14.0,0.026,173.0,0.323,328.0,0.612,1.0,0.002,6.0,0.011,9.0,0.017,5.0,0.009,97.0,0.181,26.0,0.049,454.0,0.847,0.821
10X141,Riverdale / Kingsbridge Academy (Middle School / H,High School,731,0.74,0.85,0.64,0.85,0.88,0.86,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,2018-03-01T00:00:00.000,2.92,2.99,0.492,0.508,0.062,0.183,0.068,Bronx,2017-18,1513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,249.0,250.0,219.0,191.0,149.0,170.0,754.0,0.498,759.0,0.502,117.0,0.077,136.0,0.09,854.0,0.564,13.0,0.009,9.0,0.006,384.0,0.254,0.0,0.0,299.0,0.198,102.0,0.067,800.0,0.529,0.48100000000000004
10X213,Bronx Engineering and Technology Academy,High School,395,,,,0.91,0.92,0.88,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2017-03-01T00:00:00.000,2.58,2.4,0.157,0.843,0.177,0.246,0.0,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X225,Theatre Arts Production Company School,High School,330,,,,0.94,0.91,0.94,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,2018-03-01T00:00:00.000,2.72,2.47,0.679,0.321,0.085,0.245,0.024,Bronx,2017-18,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,74.0,51.0,133.0,107.0,88.0,74.0,408.0,0.671,200.0,0.329,8.0,0.013,161.0,0.265,420.0,0.691,1.0,0.002,4.0,0.007,10.0,0.016,4.0,0.007,138.0,0.227,47.0,0.077,493.0,0.8109999999999999,0.882
10X237,"The Marie Curie School for Medicine, Nursing, and",High School,383,,,,,,,Well Developed,Proficient,Proficient,Well Developed,Proficient,No Data,No Data,No Data,No Data,No Data,2014-12-22T00:00:00.000,2.65,2.3,0.697,0.303,0.12,0.219,0.021,Bronx,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X243,West Bronx Academy for the Future,High School,328,0.72,0.86,0.63,0.9,0.89,0.89,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,2017-02-01T00:00:00.000,2.68,2.41,0.436,0.564,0.104,0.265,0.052,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X264,Bronx Academy for Software Engineering (BASE),High School,396,,,,,,,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2019-05-01T00:00:00.000,2.73,2.59,0.207,0.793,0.093,0.273,0.023,Bronx,2018-19,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,114.0,100.0,92.0,95.0,0.227,324.0,0.773,26.0,0.062,114.0,0.272,256.0,0.611,0.0,0.0,4.0,0.01,14.0,0.033,5.0,0.012,117.0,0.279,38.0,0.091,319.0,0.7609999999999999,0.802
10X268,Kingsbridge International High School,High School,434,0.68,0.79,0.57,0.74,0.88,0.85,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,2017-03-01T00:00:00.000,1.82,2.0,0.468,0.532,0.857,0.048,0.0,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X284,Bronx School of Law and Finance,High School,392,0.75,0.9,0.73,0.93,0.81,0.92,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,2017-05-01T00:00:00.000,2.63,2.38,0.508,0.492,0.25,0.202,0.036,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X342,International School for Liberal Arts,High School,370,0.79,0.83,0.76,0.87,0.89,0.89,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,2018-01-01T00:00:00.000,2.28,2.18,0.514,0.486,0.673,0.084,0.0,Bronx,2017-18,523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,46.0,51.0,82.0,116.0,84.0,100.0,256.0,0.489,267.0,0.511,1.0,0.002,2.0,0.004,519.0,0.992,0.0,0.0,0.0,0.0,1.0,0.002,0.0,0.0,38.0,0.073,355.0,0.679,,,
10X351,Bronx Collaborative High School,High School,560,0.76,0.73,0.68,0.75,0.87,0.8,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,2016-10-01T00:00:00.000,2.74,2.46,0.502,0.498,0.168,0.218,0.002,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X353,World View High School,High School,583,0.81,0.88,0.81,0.89,0.93,0.91,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,2018-11-01T00:00:00.000,2.83,2.65,0.564,0.436,0.221,0.201,0.002,Bronx,2018-19,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,140.0,151.0,99.0,305.0,0.554,246.0,0.446,7.0,0.013,127.0,0.23,394.0,0.715,1.0,0.002,6.0,0.011,5.0,0.009,11.0,0.02,99.0,0.18,138.0,0.25,428.0,0.777,0.8140000000000001
10X368,In-Tech Academy (M.S. / High School 368),High School,568,0.7,0.89,0.69,,,0.82,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,2018-06-01T00:00:00.000,2.94,2.58,0.484,0.516,0.123,0.225,0.037,Bronx,2017-18,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,170.0,155.0,192.0,148.0,96.0,87.0,468.0,0.467,535.0,0.533,41.0,0.041,88.0,0.088,818.0,0.816,4.0,0.004,11.0,0.011,40.0,0.04,1.0,0.001,211.0,0.21,166.0,0.166,874.0,0.871,0.82
10X374,Knowledge and Power Preparatory Academy Internatio,High School,421,0.83,0.89,0.81,0.87,0.91,0.94,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,2020-01-01T00:00:00.000,2.8,2.67,0.58,0.42,0.095,0.238,0.01,Bronx,2019-20,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,114.0,109.0,93.0,244.0,0.58,177.0,0.42,9.0,0.021,112.0,0.266,284.0,0.675,1.0,0.002,2.0,0.005,12.0,0.029,1.0,0.002,100.0,0.238,43.0,0.102,368.0,0.8740000000000001,0.883
10X433,High School for Teaching and the Professions,High School,414,0.89,0.89,0.86,0.93,0.99,0.93,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,2017-03-01T00:00:00.000,2.59,2.36,0.507,0.493,0.239,0.229,0.002,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X434,Belmont Preparatory High School,High School,389,0.65,0.86,0.78,0.85,0.82,0.91,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,2018-01-01T00:00:00.000,2.72,2.57,0.537,0.463,0.087,0.221,0.033,Bronx,2017-18,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,106.0,75.0,100.0,215.0,0.535,187.0,0.465,11.0,0.027,89.0,0.221,292.0,0.726,0.0,0.0,2.0,0.005,5.0,0.012,3.0,0.007,90.0,0.224,49.0,0.122,354.0,0.8809999999999999,0.85
10X437,Fordham High School for the Arts,High School,369,,,,0.82,0.9,0.93,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2016-03-15T00:00:00.000,3.06,2.8,0.707,0.293,0.019,0.23,0.003,Bronx,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X438,Fordham Leadership Academy,High School,373,0.79,0.81,0.69,0.84,0.9,0.88,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,2018-05-01T00:00:00.000,2.55,2.27,0.515,0.485,0.153,0.247,0.003,Bronx,2017-18,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,89.0,67.0,58.0,135.0,0.395,206.0,0.602,10.0,0.029,88.0,0.257,234.0,0.684,0.0,0.0,2.0,0.006,7.0,0.02,1.0,0.003,83.0,0.243,74.0,0.216,295.0,0.863,0.9059999999999999
10X439,Bronx High School for Law and Community Service,High School,406,0.87,0.93,0.89,0.94,0.88,0.95,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,2018-05-01T00:00:00.000,2.77,2.46,0.579,0.421,0.118,0.234,0.025,Bronx,2017-18,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,129.0,82.0,78.0,228.0,0.557,181.0,0.443,7.0,0.017,111.0,0.271,274.0,0.67,0.0,0.0,3.0,0.007,11.0,0.027,3.0,0.007,97.0,0.237,55.0,0.134,375.0,0.917,0.894
10X440,DeWitt Clinton High School,High School,975,0.72,0.79,0.72,0.75,0.82,0.79,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2018-03-01T00:00:00.000,2.8,2.59,0.45,0.55,0.108,0.205,0.024,Bronx,2017-18,1203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,400.0,227.0,195.0,532.0,0.442,671.0,0.558,128.0,0.106,394.0,0.328,611.0,0.508,2.0,0.002,11.0,0.009,46.0,0.038,11.0,0.009,187.0,0.155,237.0,0.197,,0.8959999999999999,0.852
10X442,"Celia Cruz Bronx High School of Music, The",High School,441,0.81,0.87,0.74,0.88,0.93,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,2019-03-01T00:00:00.000,3.08,2.8,0.651,0.349,0.043,0.209,0.005,Bronx,2018-19,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,107.0,92.0,92.0,268.0,0.637,153.0,0.363,6.0,0.014,112.0,0.266,278.0,0.66,1.0,0.002,3.0,0.007,5.0,0.012,16.0,0.038,100.0,0.238,24.0,0.057,367.0,0.872,0.787
10X445,The Bronx High School of Science,High School,2981,0.85,0.87,0.8,0.92,0.86,0.9,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,2019-01-01T00:00:00.000,4.08,4.32,0.416,0.584,0.0,0.015,0.0,Bronx,2018-19,3016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,757.0,756.0,744.0,1231.0,0.408,1785.0,0.592,1957.0,0.649,79.0,0.026,213.0,0.071,74.0,0.025,21.0,0.007,672.0,0.223,0.0,0.0,46.0,0.015,1.0,0.0,,0.436,0.387
10X477,Marble Hill High School for International Studies,High School,442,0.81,0.91,0.8,0.93,0.83,0.93,Proficient,Proficient,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Developing,2020-02-01T00:00:00.000,2.9,2.9,0.559,0.441,0.247,0.158,0.0,Bronx,2019-20,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,111.0,121.0,98.0,247.0,0.559,195.0,0.441,62.0,0.14,58.0,0.131,289.0,0.654,0.0,0.0,10.0,0.023,21.0,0.048,2.0,0.005,70.0,0.158,124.0,0.281,391.0,0.885,0.871
10X524,Crotona International High School,High School,338,0.7,0.67,0.74,0.61,0.9,0.79,Proficient,Developing,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Well Developed,Proficient,2017-05-01T00:00:00.000,1.75,1.91,0.473,0.527,0.953,0.059,0.0,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X546,Bronx Theatre High School,High School,328,0.92,0.88,0.78,0.84,0.94,0.91,Proficient,Developing,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,2017-02-01T00:00:00.000,2.63,2.2,0.677,0.323,0.037,0.207,0.006,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X549,Discovery High School,High School,449,0.86,0.89,0.83,0.97,0.95,0.95,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,2017-12-01T00:00:00.000,2.55,2.27,0.454,0.546,0.194,0.245,0.0,Bronx,2017-18,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,117.0,122.0,104.0,209.0,0.458,247.0,0.542,16.0,0.035,87.0,0.191,336.0,0.737,1.0,0.002,2.0,0.004,11.0,0.024,3.0,0.007,128.0,0.281,85.0,0.186,412.0,0.904,0.9129999999999999
10X565,High School for Energy and Technology,High School,382,0.72,0.78,0.73,0.89,0.89,0.8,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,2018-03-01T00:00:00.000,2.63,2.4,0.249,0.751,0.118,0.277,0.026,Bronx,2017-18,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,104.0,96.0,90.0,81.0,0.198,329.0,0.802,11.0,0.027,106.0,0.259,282.0,0.688,6.0,0.015,3.0,0.007,2.0,0.005,0.0,0.0,109.0,0.266,50.0,0.122,341.0,0.8320000000000001,0.887
10X696,High School of American Studies at Lehman College,High School,382,,,,0.91,0.86,0.94,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2015-02-25T00:00:00.000,4.07,4.28,0.552,0.448,0.0,0.024,0.0,Bronx,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11X249,Bronx Health Sciences High School,High School,287,0.77,0.91,0.69,0.94,0.94,0.85,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Well Developed,Proficient,2017-03-01T00:00:00.000,2.86,2.71,0.582,0.418,0.042,0.101,0.01,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11X253,Bronx High School for Writing and Communication Ar,High School,301,,,,,,,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2016-12-01T00:00:00.000,2.62,2.26,0.495,0.505,0.14,0.223,0.013,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11X265,Bronx Lab School,High School,343,,,,,,,Proficient,Developing,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,2016-12-01T00:00:00.000,2.54,2.27,0.391,0.609,0.155,0.265,0.076,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11X270,Academy for Scholarship and Entrepreneurship: A Co,High School,363,,,,,,,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2018-04-01T00:00:00.000,2.59,2.29,0.488,0.512,0.055,0.19,0.019,Bronx,2017-18,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,95.0,93.0,93.0,198.0,0.525,179.0,0.475,10.0,0.027,235.0,0.623,118.0,0.313,0.0,0.0,3.0,0.008,7.0,0.019,4.0,0.011,93.0,0.247,28.0,0.074,305.0,0.809,0.8190000000000001
11X275,High School of Computers and Technology,High School,542,0.77,0.83,0.79,0.88,0.89,0.9,Proficient,Proficient,Developing,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,2018-05-01T00:00:00.000,2.75,2.61,0.159,0.841,0.089,0.247,0.031,Bronx,2017-18,569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,172.0,83.0,102.0,74.0,0.13,495.0,0.87,39.0,0.069,204.0,0.359,306.0,0.538,0.0,0.0,5.0,0.009,12.0,0.021,3.0,0.005,149.0,0.262,46.0,0.081,445.0,0.782,0.836
11X288,Collegiate Institute for Math and Science,High School,569,0.85,0.87,0.84,0.92,0.89,0.9,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,2017-05-01T00:00:00.000,3.18,3.13,0.432,0.568,0.03,0.149,0.012,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11X290,Bronx Academy of Health Careers,High School,359,0.77,0.89,0.66,0.89,0.9,0.87,Proficient,Developing,Developing,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,2017-11-01T00:00:00.000,2.7,2.34,0.682,0.318,0.106,0.201,0.0,Bronx,2017-18,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,93.0,91.0,75.0,265.0,0.671,130.0,0.329,17.0,0.043,148.0,0.375,213.0,0.539,0.0,0.0,3.0,0.008,10.0,0.025,4.0,0.01,95.0,0.241,55.0,0.139,328.0,0.83,0.867
11X299,Astor Collegiate Academy,High School,483,0.71,0.72,0.64,0.68,0.82,0.77,Proficient,Developing,Developing,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,2017-05-01T00:00:00.000,2.76,2.57,0.439,0.561,0.075,0.199,0.014,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11X418,Bronx High School for the Visual Arts,High School,440,0.63,0.65,0.64,0.71,0.83,0.77,Proficient,Developing,Proficient,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,2016-11-01T00:00:00.000,2.73,2.36,0.482,0.518,0.05,0.286,0.002,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11X455,Harry S Truman High School,High School,2172,0.83,0.86,0.85,0.9,0.86,0.91,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Developing,2017-05-01T00:00:00.000,2.64,2.31,0.409,0.591,0.07,0.228,0.109,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11X508,Bronxdale High School,High School,448,0.83,0.94,0.78,0.96,0.95,0.96,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2018-10-01T00:00:00.000,2.8,2.51,0.489,0.511,0.069,0.239,0.0,Bronx,2018-19,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,125.0,124.0,100.0,213.0,0.464,246.0,0.536,23.0,0.05,130.0,0.283,262.0,0.571,1.0,0.002,3.0,0.007,38.0,0.083,2.0,0.004,107.0,0.233,31.0,0.068,368.0,0.802,0.762
11X509,High School of Language and Innovation,High School,366,,,,0.95,0.93,1.0,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,2017-05-01T00:00:00.000,2.05,2.18,0.432,0.568,0.801,0.046,0.003,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11X513,New World High School,High School,365,0.79,0.91,0.79,0.93,0.87,0.93,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,2019-02-01T00:00:00.000,2.11,2.19,0.537,0.463,0.63,0.066,0.0,Bronx,2018-19,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,100.0,98.0,74.0,197.0,0.517,184.0,0.483,35.0,0.092,46.0,0.121,255.0,0.669,1.0,0.003,7.0,0.018,37.0,0.097,0.0,0.0,26.0,0.068,262.0,0.688,,,
11X514,The Bronxwood Preparatory Academy,High School,354,0.84,0.91,0.83,0.9,0.86,0.93,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,2017-11-01T00:00:00.000,2.59,2.15,0.571,0.429,0.056,0.246,0.006,Bronx,2017-18,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,126.0,88.0,65.0,213.0,0.526,192.0,0.474,13.0,0.032,258.0,0.637,111.0,0.274,0.0,0.0,8.0,0.02,14.0,0.035,1.0,0.002,89.0,0.22,42.0,0.104,292.0,0.721,0.7759999999999999
11X542,Pelham Preparatory Academy,High School,495,0.7,0.89,0.77,0.89,0.83,0.91,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,2017-11-01T00:00:00.000,2.88,2.59,0.463,0.537,0.063,0.242,0.0,Bronx,2017-18,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,125.0,122.0,126.0,264.0,0.527,237.0,0.473,32.0,0.064,141.0,0.281,266.0,0.531,0.0,0.0,8.0,0.016,47.0,0.094,7.0,0.014,115.0,0.23,20.0,0.04,366.0,0.731,0.705
11X544,High School for Contemporary Arts,High School,362,0.86,0.91,0.9,0.89,0.87,0.92,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,2017-03-01T00:00:00.000,2.49,2.14,0.566,0.434,0.171,0.238,0.064,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11X545,Bronx Aerospace High School,High School,263,0.8,0.95,0.61,0.94,0.89,0.93,Well Developed,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,2018-04-01T00:00:00.000,2.4,2.18,0.221,0.779,0.19,0.255,0.019,Bronx,2017-18,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,107.0,76.0,79.0,85.0,0.246,261.0,0.754,22.0,0.064,140.0,0.405,166.0,0.48,2.0,0.006,3.0,0.009,10.0,0.029,3.0,0.009,96.0,0.277,50.0,0.145,268.0,0.775,0.847
12X242,Mott Hall V,High School,363,0.69,0.78,0.63,0.83,0.92,0.89,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2018-11-01T00:00:00.000,2.68,2.38,0.504,0.496,0.099,0.259,0.077,Bronx,2018-19,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,104.0,97.0,108.0,92.0,87.0,85.0,338.0,0.503,334.0,0.497,17.0,0.025,109.0,0.162,528.0,0.786,0.0,0.0,12.0,0.018,6.0,0.009,0.0,0.0,204.0,0.304,99.0,0.147,601.0,0.894,0.904
12X248,"Metropolitan High School, The",High School,273,0.67,0.69,0.52,0.54,0.67,0.64,Proficient,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,2020-02-01T00:00:00.000,2.39,2.11,0.473,0.527,0.256,0.311,0.033,Bronx,2019-20,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,73.0,53.0,68.0,129.0,0.473,144.0,0.527,0.0,0.0,62.0,0.227,204.0,0.747,0.0,0.0,2.0,0.007,4.0,0.015,1.0,0.004,84.0,0.308,71.0,0.26,,,
12X251,Explorations Academy H.S.,High School,314,0.2,0.19,0.2,0.33,0.85,0.59,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,2018-04-01T00:00:00.000,2.41,2.23,0.401,0.599,0.226,0.261,0.0,Bronx,2017-18,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,93.0,99.0,102.0,144.0,0.41,207.0,0.59,6.0,0.017,105.0,0.299,235.0,0.67,0.0,0.0,2.0,0.006,3.0,0.009,0.0,0.0,89.0,0.254,73.0,0.208,330.0,0.94,0.935
12X267,Bronx Latin,High School,315,0.79,0.88,0.74,0.87,0.92,0.91,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,2019-04-01T00:00:00.000,2.7,2.59,0.41,0.59,0.076,0.26,0.0,Bronx,2018-19,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,83.0,84.0,85.0,75.0,89.0,89.0,269.0,0.464,311.0,0.536,9.0,0.016,110.0,0.19,451.0,0.778,2.0,0.003,1.0,0.002,7.0,0.012,0.0,0.0,144.0,0.248,83.0,0.143,,,0.8959999999999999
12X271,East Bronx Academy for the Future,High School,376,0.73,0.85,0.68,0.87,0.86,0.84,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,2017-03-01T00:00:00.000,2.5,2.27,0.447,0.553,0.114,0.277,0.064,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12X388,Pan American International High School at Monroe,High School,426,0.84,0.95,0.92,0.97,0.94,0.98,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2016-05-18T00:00:00.000,1.8,1.84,0.444,0.556,0.838,0.014,0.0,Bronx,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12X478,The Cinema School,High School,355,0.78,0.77,0.67,0.71,0.75,0.85,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,2017-05-01T00:00:00.000,3.04,2.82,0.552,0.448,0.048,0.203,0.0,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
